drug	disease	label
C22H20O4	Streptococcus_mutans	1
C22H20O4	Pseudomonas_aeruginosa	1
C21H18O3	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C21H18O3	Staphylococcus_aureus	1
C21H18O3	Staphylococcus_epidermidis	1
C21H18O3	Streptococcus_mutans	1
C21H18O3	Pseudomonas_aeruginosa	1
C24H22F3NO3	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C24H22F3NO3	Staphylococcus_aureus	1
C24H22F3NO3	Staphylococcus_epidermidis	1
C24H22F3NO3	Streptococcus_mutans	1
C24H22F3NO3	Pseudomonas_aeruginosa	1
C20H16O2	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C20H16O2	Staphylococcus_aureus	1
C20H16O2	Staphylococcus_epidermidis	1
C20H16O2	Streptococcus_mutans	1
C20H16O2	Pseudomonas_aeruginosa	1
C21H17ClO3S	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C21H17ClO3S	Staphylococcus_aureus	1
C21H17ClO3S	Staphylococcus_epidermidis	1
C21H17ClO3S	Streptococcus_mutans	1
C21H17ClO3S	Pseudomonas_aeruginosa	1
C22H16N2O	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C22H16N2O	Staphylococcus_aureus	1
C22H16N2O	Staphylococcus_epidermidis	1
C22H16N2O	Streptococcus_mutans	1
C22H16N2O	Pseudomonas_aeruginosa	1
C26H22N2O3	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C26H22N2O3	Staphylococcus_aureus	1
C26H22N2O3	Staphylococcus_epidermidis	1
C26H22N2O3	Streptococcus_mutans	1
C26H22N2O3	Pseudomonas_aeruginosa	1
C18H18N4O3	Candida_albicans	1
C19H19N3O3	Candida_albicans	1
C16H14O3	Haemophilus_influenzae	1
C20H30O3	Streptococcus_mutans	1
C20H30O3	Staphylococcus_aureus	1
C17H17BrN2O5	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C17H17BrN2O5	Staphylococcus_aureus	1
C17H17BrN2O5	Staphylococcus_epidermidis	1
C17H17BrN2O5	Streptococcus_mutans	1
C17H17BrN2O5	Pseudomonas_aeruginosa	1
C16H11N3O3S	Candida_albicans	1
C15H17N3O	Candida_albicans	1
C20H20N2O	Candida_albicans	1
C12H15NO2	Staphylococcus_aureus	1
C12H15NO2	Staphylococcus_epidermis	1
C11H15NO3S	Streptococcus_mutans	1
C11H15NO3S	Actinomyces_oris	1
C9H11NO3S	Streptococcus_mutans	1
C9H11NO3S	Streptococcus_sanguis	1
C9H11NO3S	Actinomyces_oris	1
C7H9NO3S2	Streptococcus_mutans	1
C7H9NO3S2	Streptococcus_sanguis	1
C7H9NO3S2	Actinomyces_oris	1
C10H13NO3S	Actinomyces_oris	1
C10H12ClNO3S	Streptococcus_mutans	1
C10H12ClNO3S	Streptococcus_sanguis	1
C10H12ClNO3S	Actinomyces_oris	1
C11H15NO3S	Streptococcus_sanguis	1
C10H13NO2	Staphylococcus_epidermis	1
C6H13N5O4	Staphylococcus_aureus	1
C6H13N5O4	Staphylococcus_epidermis	1
C8H16N2O3	Staphylococcus_aureus	1
C8H16N2O3	Staphylococcus_epidermis	1
C10H11NO2	Staphylococcus_aureus	1
C10H11NO2	Staphylococcus_epidermis	1
C6H8N2O2S	Staphylococcus_aureus	1
C6H8N2O2S	Staphylococcus_epidermis	1
C13H19NO2	Staphylococcus_epidermis	1
C7H15NO2S	Staphylococcus_aureus	1
C7H15NO2S	Staphylococcus_epidermis	1
C5H8BrNO2	Staphylococcus_aureus	1
C5H8BrNO2	Staphylococcus_epidermis	1
C23H28N2O10	Pseudomonas_aeruginosa	1
C22H24F3NO10	Pseudomonas_aeruginosa	1
C21H24BrNO10	Pseudomonas_aeruginosa	1
C21H24ClNO10	Pseudomonas_aeruginosa	1
C21H24FNO10	Pseudomonas_aeruginosa	1
C22H27NO11	Pseudomonas_aeruginosa	1
C19H27NO11	Pseudomonas_aeruginosa	1
C21H31NO11	Pseudomonas_aeruginosa	1
C17H25NO10	Pseudomonas_aeruginosa	1
C23H37NO10	Pseudomonas_aeruginosa	1
C25H41NO10	Pseudomonas_aeruginosa	1
C21H33NO10	Pseudomonas_aeruginosa	1
C16H20F3NO2	Staphylococcus_aureus	1
C10H11NO3	Staphylococcus_epidermis	1
C14H11NO5	Candida_albicans	1
C13H21NO2S	Candida_albicans	1
C15H25NO2S	Candida_albicans	1
C9H13NO2S	Candida_albicans	1
C11H17NO2S	Candida_albicans	1
C14H23NO2S	Candida_albicans	1
C31H44O12	Pseudomonas_aeruginosa	1
C19H14Cl2F3NO2	Staphylococcus_aureus	1
C16H19Cl2NO2	Staphylococcus_aureus	1
C17H21Cl2NO3	Staphylococcus_aureus	1
C17H18Cl2F3NO2	Staphylococcus_aureus	1
C20H24Cl2F3NO2	Staphylococcus_aureus	1
C15H10Cl2F3NO2	Staphylococcus_aureus	1
C14H12Cl2F3NO2	Staphylococcus_aureus	1
C16H18F3NO2	Staphylococcus_aureus	1
C15H16F3NO2	Staphylococcus_aureus	1
C9H10Br2O2	Escherichia_coli	1
C18H24N4O4S2	Pseudomonas_aeruginosa	1
C18H24N4O4S2	Acinetobacter_baumannii	1
C10H18O	Vibrio_cholerae	1
C10H18O	Vibrio_harveyi	1
C15H12O	Haemophilus_influenzae	1
C14H12O3	Candida_albicans	1
C3H8N2O2	Staphylococcus_aureus	1
C3H8N2O2	Staphylococcus_epidermis	1
C15H15NO2	Staphylococcus_epidermis	1
C9H17NO2	Staphylococcus_aureus	1
C9H17NO2	Staphylococcus_epidermis	1
C8H15NO2	Staphylococcus_aureus	1
C8H15NO2	Staphylococcus_epidermis	1
C34H47N13O4	Escherichia_coli	1
C51H69N19O6	Escherichia_coli	1
C68H91N25O8	Escherichia_coli	1
C72H95N25O12	Escherichia_coli	1
C9H5BrO2	Staphylococcus_epidermidis	1
C5H2Br2O2	Staphylococcus_epidermidis	1
C9H9Br3O2	Salmonella_enterica	1
C7H5Br3O2	Salmonella_enterica	1
C11H13Br3O2	Salmonella_enterica	1
C9H10Br2O2	Salmonella_enterica	1
C7H6Br2O2	Salmonella_enterica	1
C11H14Br2O2	Salmonella_enterica	1
C6H4Br2O2	Pseudomonas_aeruginosa	1
C7H7BrO2	Staphylococcus_epidermidis	1
C5H3ClO2	Staphylococcus_epidermidis	1
C13H21NO2S	Propionibacterium_acnes	1
C11H17NO2S	Propionibacterium_acnes	1
C29H28O8	Pseudomonas_aeruginosa	1
C29H28O8	Acinetobacter_baumannii	1
C17H18Cl6O6S2	Bacillus_subtilis	1
C15H16N2O	Streptococcus_mutans	1
C31H28N6O2	Staphylococcus_aureus	1
C31H28N6O2	Bacillus_subtilis	1
C31H28N6O2	Micrococcus_luteus	1
C30H25N7O4	Staphylococcus_aureus	1
C30H25N7O4	Bacillus_subtilis	1
C30H25N7O4	Micrococcus_luteus	1
C20H16Cl2N2O2	Candida_albicans	1
C11H8ClNO3	Pseudomonas_aeruginosa	1
C11H8ClNO3	Escherichia_coli	1
C10H6ClNO3	Pseudomonas_aeruginosa	1
C10H6ClNO3	Escherichia_coli	1
C8H6N2O5	Pseudomonas_aeruginosa	1
C8H9NO2	Pseudomonas_aeruginosa	1
C14H13ClN2O	Streptococcus_mutans	1
C15H16N2O2	Streptococcus_mutans	1
C7H8N2O	Pseudomonas_aeruginosa	1
C6H6N2O	Pseudomonas_aeruginosa	1
C7H7NO	Pseudomonas_aeruginosa	1
C16H17N3O3	Streptococcus_mutans	1
C8H10O2S	Pseudomonas_aeruginosa	1
C16H18S2	Streptococcus_mutans	1
C16H18S2	Streptococcus_sanguis	1
C16H18S2	Actinomyces_oris	1
C19H18Cl2N2O5	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C19H18Cl2N2O5	Staphylococcus_aureus	1
C19H18Cl2N2O5	Staphylococcus_epidermidis	1
C19H18Cl2N2O5	Streptococcus_mutans	1
C19H18Cl2N2O5	Pseudomonas_aeruginosa	1
C16H13N3O4	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C16H13N3O4	Staphylococcus_aureus	1
C16H13N3O4	Staphylococcus_epidermidis	1
C16H13N3O4	Streptococcus_mutans	1
C16H13N3O4	Pseudomonas_aeruginosa	1
C20H21BrN2O7	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C20H21BrN2O7	Staphylococcus_aureus	1
C20H21BrN2O7	Staphylococcus_epidermidis	1
C20H21BrN2O7	Streptococcus_mutans	1
C20H21BrN2O7	Pseudomonas_aeruginosa	1
C23H22N2O5	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C23H22N2O5	Staphylococcus_aureus	1
C23H22N2O5	Staphylococcus_epidermidis	1
C23H22N2O5	Streptococcus_mutans	1
C23H22N2O5	Pseudomonas_aeruginosa	1
C25H18ClNO	Micrococcus_luteus	1
C25H18ClNO	Staphylococcus_aureus	1
C25H18ClNO	Bacillus_subtilis	1
C25H18ClNO	Escherichia_coli	1
C25H18ClNO	Pseudomonas_aeruginosa	1
C25H18ClNO	Klebsiella_planticola	1
C26H21NO3	Micrococcus_luteus	1
C26H21NO3	Staphylococcus_aureus	1
C26H21NO3	Bacillus_subtilis	1
C26H21NO3	Escherichia_coli	1
C26H21NO3	Pseudomonas_aeruginosa	1
C26H21NO3	Klebsiella_planticola	1
C26H21NO2	Micrococcus_luteus	1
C26H21NO2	Staphylococcus_aureus	1
C26H21NO2	Bacillus_subtilis	1
C26H21NO2	Escherichia_coli	1
C26H21NO2	Pseudomonas_aeruginosa	1
C26H21NO2	Klebsiella_planticola	1
C27H17F6NO	Micrococcus_luteus	1
C27H17F6NO	Staphylococcus_aureus	1
C27H17F6NO	Bacillus_subtilis	1
C27H17F6NO	Escherichia_coli	1
C27H17F6NO	Pseudomonas_aeruginosa	1
C27H17F6NO	Klebsiella_planticola	1
C26H18F3NO2	Micrococcus_luteus	1
C26H18F3NO2	Staphylococcus_aureus	1
C26H18F3NO2	Bacillus_subtilis	1
C26H18F3NO2	Escherichia_coli	1
C26H18F3NO2	Pseudomonas_aeruginosa	1
C26H18F3NO2	Klebsiella_planticola	1
C28H24N2O6	Micrococcus_luteus	1
C28H24N2O6	Staphylococcus_aureus	1
C28H24N2O6	Bacillus_subtilis	1
C28H24N2O6	Escherichia_coli	1
C28H24N2O6	Pseudomonas_aeruginosa	1
C28H24N2O6	Klebsiella_planticola	1
C26H17F3N2O4	Micrococcus_luteus	1
C26H17F3N2O4	Staphylococcus_aureus	1
C26H17F3N2O4	Bacillus_subtilis	1
C26H17F3N2O4	Escherichia_coli	1
C26H17F3N2O4	Pseudomonas_aeruginosa	1
C26H17F3N2O4	Klebsiella_planticola	1
C83H138N30O14S	Pseudomonas_aeruginosa	1
C71H126N26O12	Staphylococcus_aureus	1
C20H34O3	Pseudomonas_aeruginosa	1
C20H34O3	Staphylococcus_aureus	1
C20H34O3	Vibrio_harveyi	1
C20H36O3	Pseudomonas_aeruginosa	1
C20H36O3	Staphylococcus_aureus	1
C20H36O3	Vibrio_harveyi	1
C22H42O12	Pseudomonas_aeruginosa	1
C15H30O2	Pseudomonas_aeruginosa	1
C27H22ClN3O4	Pseudomonas_aeruginosa	1
C27H22ClN3O4	Candida_albicans	1
C27H22ClN3O3	Pseudomonas_aeruginosa	1
C27H22ClN3O3	Candida_albicans	1
C27H24ClN3O3	Pseudomonas_aeruginosa	1
C27H24ClN3O3	Candida_albicans	1
C26H20ClN3O3	Candida_albicans	1
C26H20ClN3O3	Pseudomonas_aeruginosa	1
C27H22N6O4	Pseudomonas_aeruginosa	1
C27H22N6O4	Candida_albicans	1
C26H22N10O6	Pseudomonas_aeruginosa	1
C29H44O5S2	Pseudomonas_aeruginosa	1
C29H38O9	Pseudomonas_aeruginosa	1
C23H37NO5	Pseudomonas_aeruginosa	1
C91H133N21O24	Staphylococcus_epidermidis	1
C91H133N21O24	Staphylococcus_aureus	1
C93H135N21O25	Staphylococcus_epidermidis	1
C93H135N21O25	Staphylococcus_aureus	1
C21H29NO2	Staphylococcus_aureus	1
C21H29NO2	Staphylococcus_epidermidis	1
C4H4O2	Aeromonas_hydrophila	1
C4H4O2	Hafnia_alvei	1
C10H8N2	Staphylococcus_aureus	1
C10H8N2	Pseudomonas_aeruginosa	1
C9H6F5NO2	Staphylococcus_aureus	1
C9H6F5NO2	Staphylococcus_epidermis	1
C25H20O10	Staphylococcus_aureus	1
C7H6O4	Staphylococcus_aureus	1
C9H8F3NO2	Staphylococcus_aureus	1
C9H8F3NO2	Staphylococcus_epidermis	1
C9H9Cl2NO2	Staphylococcus_epidermis	1
C9H9F2NO2	Staphylococcus_aureus	1
C9H9F2NO2	Staphylococcus_epidermis	1
C11H15NO2	Staphylococcus_aureus	1
C11H15NO2	Staphylococcus_epidermis	1
C9H9N3O6	Staphylococcus_epidermis	1
C11H6Br4N4O	Staphylococcus_aureus	1
C11H6Br4N4O	Streptococcus_epidermidis	1
C11H6Br4N4O	Pseudomonas_aeruginosa	1
C19H30O4	Staphylococcus_epidermidis	1
C19H30O4	Staphylococcus_aureus	1
C11H6Cl2N6O2S	Pseudomonas_aeruginosa	1
C22H18F2N6O2	Candida_albicans	1
C13H10BrN5O3	Pseudomonas_aeruginosa	1
C13H10FN5O3	Pseudomonas_aeruginosa	1
C14H13N5O3	Pseudomonas_aeruginosa	1
C13H10N6O5	Pseudomonas_aeruginosa	1
C13H10N6O5	Escherichia_coli	1
C13H11N5O3	Pseudomonas_aeruginosa	1
C13H10ClFN2O3	Pseudomonas_aeruginosa	1
C13H10ClFN2O3	Escherichia_coli	1
C14H13ClN2O3	Pseudomonas_aeruginosa	1
C14H13ClN2O3	Escherichia_coli	1
C13H10ClN3O5	Escherichia_coli	1
C13H11ClN2O3	Pseudomonas_aeruginosa	1
C13H11ClN2O3	Escherichia_coli	1
C13H7Br2ClFN3O	Staphylococcus_aureus	1
C13H7Br2ClFN3O	Streptococcus_epidermidis	1
C13H7Br2ClFN3O	Pseudomonas_aeruginosa	1
C6H7NO2S3	Vibrio_anguillarum	1
C6H7NO2S3	Vibrio_vulnificus	1
C13H7Br2Cl2N3O	Staphylococcus_aureus	1
C13H7Br2Cl2N3O	Streptococcus_epidermidis	1
C13H7Br2Cl2N3O	Pseudomonas_aeruginosa	1
C14H11Br2N3O2	Staphylococcus_aureus	1
C14H11Br2N3O2	Streptococcus_epidermidis	1
C14H11Br2N3O2	Pseudomonas_aeruginosa	1
C9H9Br2N3OS	Staphylococcus_aureus	1
C9H9Br2N3OS	Streptococcus_epidermidis	1
C9H9Br2N3OS	Pseudomonas_aeruginosa	1
C8H7Br2N3OS	Staphylococcus_aureus	1
C8H7Br2N3OS	Streptococcus_epidermidis	1
C8H7Br2N3OS	Pseudomonas_aeruginosa	1
C13H9Br2N3OS	Staphylococcus_aureus	1
C13H9Br2N3OS	Streptococcus_epidermidis	1
C13H9Br2N3OS	Pseudomonas_aeruginosa	1
C12H8Br2N4OS	Staphylococcus_aureus	1
C12H8Br2N4OS	Streptococcus_epidermidis	1
C12H8Br2N4OS	Pseudomonas_aeruginosa	1
C13H9Br2N3O	Staphylococcus_aureus	1
C13H9Br2N3O	Streptococcus_epidermidis	1
C13H9Br2N3O	Pseudomonas_aeruginosa	1
C15H11Br2N3O	Staphylococcus_aureus	1
C15H11Br2N3O	Streptococcus_epidermidis	1
C15H11Br2N3O	Pseudomonas_aeruginosa	1
C13H8Br2N4O3	Staphylococcus_aureus	1
C13H8Br2N4O3	Streptococcus_epidermidis	1
C13H8Br2N4O3	Pseudomonas_aeruginosa	1
C13H16BrNO6	Pseudomonas_aeruginosa	1
C13H16FNO6	Pseudomonas_aeruginosa	1
C13H8Br2ClN3O	Staphylococcus_aureus	1
C13H8Br2ClN3O	Streptococcus_epidermidis	1
C13H8Br2ClN3O	Pseudomonas_aeruginosa	1
C16H22N2O6	Pseudomonas_aeruginosa	1
C15H20N2O6	Pseudomonas_aeruginosa	1
C13H16ClNO6	Pseudomonas_aeruginosa	1
C26H28N4O2	Streptococcus_mutans	1
C26H28N4O2	Streptococcus_sanguinis	1
C26H28N4O2	Streptococcus_gordonii	1
C13H9Br2N3O2	Staphylococcus_aureus	1
C13H9Br2N3O2	Streptococcus_epidermidis	1
C13H9Br2N3O2	Pseudomonas_aeruginosa	1
C13H10BrClN2O3	Pseudomonas_aeruginosa	1
C13H10Cl2N2O3	Escherichia_coli	1
C10H14N2O2	Staphylococcus_aureus	1
C10H14N2O2	Staphylococcus_epidermis	1
C12H17N5O2S	Pseudomonas_aeruginosa	1
C10H10F3NO2	Staphylococcus_aureus	1
C10H10F3NO2	Staphylococcus_epidermis	1
C9H10N2O4	Staphylococcus_epidermis	1
C9H10ClNO2	Staphylococcus_aureus	1
C9H10ClNO2	Staphylococcus_epidermis	1
C9H10N2O4	Staphylococcus_aureus	1
C10H13NO3S	Streptococcus_mutans	1
C10H13NO3S	Streptococcus_sanguis	1
C6H11NO3S	Streptococcus_mutans	1
C6H13NO3S	Streptococcus_mutans	1
C7H6ClNO2	Burkholderia_multivorans	1
C7H6ClNO2	Burkholderia_cenocepacia	1
C6H11NO4	Staphylococcus_aureus	1
C6H11NO4	Staphylococcus_epidermis	1
C7H6FNO2	Burkholderia_multivorans	1
C7H6FNO2	Burkholderia_cenocepacia	1
C24H46ClN7O	Streptococcus_mutans	1
C14H11Br2N3O	Staphylococcus_aureus	1
C14H11Br2N3O	Streptococcus_epidermidis	1
C14H11Br2N3O	Pseudomonas_aeruginosa	1
C12H7Br4NO2	Staphylococcus_epidermidis	1
C12H7Br4NO2	Staphylococcus_aureus	1
C10H19BrO2	Pseudomonas_aeruginosa	1
C6H11BrO2	Pseudomonas_aeruginosa	1
C8H15BrO2	Pseudomonas_aeruginosa	1
C10H12N2O3	Staphylococcus_aureus	1
C10H12N2O3	Staphylococcus_epidermis	1
C10H10N2O2	Staphylococcus_epidermis	1
C9H10FNO2	Staphylococcus_epidermis	1
C20H28O4	Staphylococcus_epidermidis	1
C20H28O4	Staphylococcus_aureus	1
C23H26O4	Staphylococcus_epidermidis	1
C23H26O4	Staphylococcus_aureus	1
C10H14O3	Salmonella_enterica	1
C15H12O2	Haemophilus_influenzae	1
C10H14O2	Escherichia_coli	1
C10H10O2	Vibrio_vulnificus	1
C10H10O2	Vibrio_anguillarum	1
C10H13NO3	Staphylococcus_aureus	1
C10H13NO3	Staphylococcus_epidermis	1
C7H8O3	Escherichia_coli	1
C9H7NO3	Vibrio_cholerae	1
C9H7NO3	Vibrio_harveyi	1
C9H7NO3	Vibrio_vulnificus	1
C9H7NO3	Vibrio_anguillarum	1
C8H7NO	Pseudomonas_aeruginosa	1
C8H10OS	Actinomyces_oris	1
C25H34O9	Pseudomonas_aeruginosa	1
C54H65N15O7	Streptococcus_mutans	1
C27H22N6O3	Pseudomonas_aeruginosa	1
C27H22N6O3	Candida_albicans	1
C26H20N6O3	Pseudomonas_aeruginosa	1
C26H20N6O3	Candida_albicans	1
C7H6Cl4O3	Bacillus_subtilis	1
C11H8Cl2O4S	Bacillus_subtilis	1
C9H6Cl2O	Vibrio_cholerae	1
C9H6Cl2O	Vibrio_harveyi	1
C17H16O3	Haemophilus_influenzae	1
C9H9Br2NO3	Staphylococcus_epidermis	1
C9H9I2NO3	Staphylococcus_aureus	1
C9H9I2NO3	Staphylococcus_epidermis	1
C33H56O12	Pseudomonas_aeruginosa	1
C8H11N	Pseudomonas_aeruginosa	1
C13H13NO2	Staphylococcus_aureus	1
C13H13NO2	Staphylococcus_epidermis	1
C7H9NO3	Staphylococcus_aureus	1
C7H9NO3	Staphylococcus_epidermis	1
C18H16N4O3S2	Salmonella_enterica	1
C18H16N4O3S2	Salmonella_Typhi	1
C18H16N4O3S2	Acinetobacter_baumannii	1
C18H16N4O3S2	Staphylococcus_aureus	1
C18H16N4O3S2	Pseudomonas_aeruginosa	1
C8H10N2O2	Staphylococcus_aureus	1
C7H9NO2S	Staphylococcus_aureus	1
C7H9NO2S	Staphylococcus_epidermis	1
C18H14FNO3S2	Staphylococcus_aureus	1
C18H14FNO3S2	Staphylococcus_epidermidis	1
C18H14FNO3S2	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C18H14FNO3S2	Enterococcus_faecium_(Streptococcus_faecium)	1
C18H14FNO3S2	Enterococcus_gallinarum	1
C18H14FNO3S2	Escherichia_coli	1
C18H14FNO3S2	Pseudomonas_aeruginosa	1
C8H10N2O2	Staphylococcus_epidermis	1
C19H14FNO3S2	Staphylococcus_aureus	1
C19H14FNO3S2	Staphylococcus_epidermidis	1
C19H14FNO3S2	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C19H14FNO3S2	Enterococcus_faecium_(Streptococcus_faecium)	1
C19H14FNO3S2	Enterococcus_gallinarum	1
C19H14FNO3S2	Escherichia_coli	1
C19H14FNO3S2	Pseudomonas_aeruginosa	1
C17H14N2O3S2	Staphylococcus_aureus	1
C17H14N2O3S2	Staphylococcus_epidermidis	1
C17H14N2O3S2	Enterococcus_faecalis_(Streptococcus_faecalis)	1
C17H14N2O3S2	Enterococcus_faecium_(Streptococcus_faecium)	1
C17H14N2O3S2	Enterococcus_gallinarum	1
C17H14N2O3S2	Escherichia_coli	1
C17H14N2O3S2	Pseudomonas_aeruginosa	1
C10H11F2NO	Staphylococcus_aureus	1
C10H11F2NO	Staphylococcus_epidermis	1
C12H11BrO3S	Bacillus_subtilis	1
C9H10BrNO2	Staphylococcus_epidermis	1
C11H9ClO3S	Bacillus_subtilis	1
C11H9ClO5S	Bacillus_subtilis	1
C13H12Cl2O3S	Bacillus_subtilis	1
C9H10ClNO3	Staphylococcus_aureus	1
C9H10ClNO3	Staphylococcus_epidermis	1
C9H10FNO2	Staphylococcus_aureus	1
C6H6FN	Pseudomonas_aeruginosa	1
C21H30O4	Staphylococcus_epidermidis	1
C21H30O4	Staphylococcus_aureus	1
C11H15BrO2	Salmonella_enterica	1
C9H11NO3	Staphylococcus_aureus	1
C9H11NO3	Staphylococcus_epidermis	1
C9H11NO4	Staphylococcus_aureus	1
C9H10INO3	Staphylococcus_aureus	1
C9H10INO3	Staphylococcus_epidermis	1
C16H14O2	Haemophilus_influenzae	1
C10H13NO2	Staphylococcus_aureus	1
C9H10N2O5	Staphylococcus_aureus	1
C9H10N2O5	Staphylococcus_epidermis	1
C10H15NO4	Serratia_liquefaciens	1
C10H15NO4	Aeromonas_sobria	1
C12H19NO4	Hafnia_alvei	1
C18H30O4	Staphylococcus_aureus	1
C18H30O3S	Staphylococcus_aureus	1
C27H37NO	Streptococcus_mutans	1
C27H37NO	Staphylococcus_aureus	1
C27H36FNO	Streptococcus_mutans	1
C27H36FNO	Staphylococcus_aureus	1
C27H36FNO	Proteus_mirabilis	1
C39H54O4	Pseudomonas_aeruginosa	1
C15H20O3	Candida_albicans	1
C5H8O4	Bacillus_cereus	1
C5H8O4	Candida_albicans	1
C16H13Br2N3O3	Staphylococcus_aureus	1
C16H13Br2N3O3	Streptococcus_epidermidis	1
C16H13Br2N3O3	Pseudomonas_aeruginosa	1
C20H30O4	Candida_albicans	1
C13H10Br2N4O	Staphylococcus_aureus	1
C13H10Br2N4O	Streptococcus_epidermidis	1
C13H10Br2N4O	Pseudomonas_aeruginosa	1
C11H14N2O3	Staphylococcus_aureus	1
C11H14N2O3	Staphylococcus_epidermis	1
C9H12N2O2	Staphylococcus_aureus	1
C9H12N2O2	Staphylococcus_epidermis	1
C16H15NO3	Staphylococcus_aureus	1
C16H15NO3	Staphylococcus_epidermis	1
C12H12BrNO3	Pseudomonas_aeruginosa	1
C12H12Br2O3	Staphylococcus_epidermidis	1
C15H21Br2N3O5	Staphylococcus_epidermidis	1
C11H12Br2O4	Salmonella_enterica	1
C9H9Br3O2	Staphylococcus_epidermidis	1
C9H10Br2O2	Staphylococcus_epidermidis	1
C9H10Br2O2	Staphylococcus_aureus	1
C9H10Br2O2	Bacillus_subtilis	1
C9H6Br4O4	Salmonella_enterica	1
C7H4Br4O2	Salmonella_enterica	1
C9H10BrNO2	Staphylococcus_aureus	1
C6H6BrN	Pseudomonas_aeruginosa	1
C9H9ClFNO2	Staphylococcus_aureus	1
C9H9ClFNO2	Staphylococcus_epidermis	1
C10H5ClF3N	Pseudomonas_aeruginosa	1
C6H6ClN	Pseudomonas_aeruginosa	1
C15H11ClO	Haemophilus_influenzae	1
C9H6ClN	Serratia_marcescens	1
C10H10N2O2	Staphylococcus_aureus	1
C11H13NO	Vibrio_anguillarum	1
C11H13NO	Vibrio_vulnificus	1
C8H10O2	Escherichia_coli	1
C9H12O2	Escherichia_coli	1
C5H7FO3	Vibrio_harveyi	1
C10H12FNO2	Staphylococcus_aureus	1
C10H12FNO2	Staphylococcus_epidermis	1
C8H6FN	Pseudomonas_aeruginosa	1
C7H5O3	Escherichia_coli	1
C9H6O3	Escherichia_coli	1
C6H8O3	Pseudomonas_aeruginosa	1
C9H10INO2	Staphylococcus_aureus	1
C9H10INO2	Staphylococcus_epidermis	1
C7H9NO2S	Pseudomonas_aeruginosa	1
C8H9BO4	Vibrio_anguillarum	1
C8H9BO4	Vibrio_vulnificus	1
C8H9BO4	Vibrio_campbellii	1
C8H9BO4	Vibrio_cholerae	1
C32H54O12	Pseudomonas_aeruginosa	1
C5H4N2O3	Burkholderia_multivorans	1
C5H4N2O3	Burkholderia_cenocepacia	1
C15H21NO6	Pseudomonas_aeruginosa	1
C35H60O12	Pseudomonas_aeruginosa	1
